Austria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
60,1860,-0.7364516129032259,0.11,,,,
61,1861,0.22354838709677416,0.18,,,,
62,1862,0.9535483870967741,0.24,,,,
63,1863,1.3435483870967742,0.29,,,,
64,1864,-1.3064516129032258,0.33,,,,
65,1865,0.29354838709677417,0.35,,,,
66,1866,0.6835483870967742,0.37,,,,
67,1867,0.21354838709677418,0.36,,,,
68,1868,1.3135483870967741,0.34,,,,
69,1869,0.5135483870967742,0.3,,,,
70,1870,-0.8764516129032258,0.26,,,,
71,1871,-1.1164516129032258,0.2,,,,
72,1872,1.293548387096774,0.16,,,,
73,1873,0.7135483870967742,0.11,,,,
74,1874,-0.16645161290322585,0.07,,,,
75,1875,-0.6364516129032258,0.03,,,,
76,1876,-0.05645161290322581,0.0,,,,
77,1877,0.23354838709677417,-0.01,,,,
78,1878,0.03354838709677416,-0.01,,,,
79,1879,-0.8064516129032258,-0.02,,,,
80,1880,0.3635483870967742,-0.03,,,,
81,1881,-0.42645161290322586,-0.05,,,,
82,1882,0.5435483870967741,-0.07,,,,
83,1883,-0.29645161290322586,-0.1,,,,
84,1884,0.19354838709677416,-0.13,,,,
85,1885,0.2535483870967742,-0.15,,,,
86,1886,0.3035483870967742,-0.17,,,,
87,1887,-0.7064516129032259,-0.19,,,,
88,1888,-0.7164516129032259,-0.21,,,,
89,1889,-0.5064516129032258,-0.23,,,,
90,1890,-0.3664516129032258,-0.24,,,,
91,1891,-0.4964516129032258,-0.23,,,,
92,1892,-0.14645161290322584,-0.21,,,,
93,1893,-0.18645161290322587,-0.17,,,,
94,1894,0.12354838709677418,-0.12,,,,
95,1895,-0.39645161290322584,-0.07,,,,
96,1896,-0.4464516129032259,-0.02,,,,
97,1897,0.2535483870967742,0.02,,,,
98,1898,0.9835483870967742,0.06,,,,
99,1899,0.15354838709677418,0.08,,,,
100,1900,0.7535483870967742,0.1,,,,
101,1901,-0.2264516129032258,0.11,,,,
102,1902,-0.3164516129032259,0.11,,,,
103,1903,0.17354838709677417,0.1,,,,
104,1904,0.5135483870967742,0.09,,,,
105,1905,0.013548387096774195,0.07,,,,
106,1906,0.023548387096774148,0.05,,,,
107,1907,0.03354838709677416,0.04,,,,
108,1908,-0.3764516129032258,0.04,,,,
109,1909,-0.4464516129032259,0.04,,,,
110,1910,0.3135483870967742,0.04,,,,
111,1911,0.7535483870967742,0.05,,,,
112,1912,-0.3464516129032258,0.06,,,,
113,1913,0.14354838709677417,0.08,,,,
114,1914,-0.14645161290322584,0.12,,,,
115,1915,0.03354838709677416,0.15,,,,
116,1916,0.7835483870967741,0.18,,,,
117,1917,-0.30645161290322587,0.2,,,,
118,1918,0.46354838709677415,0.21,,,,
119,1919,-0.4464516129032259,0.23,,,,
120,1920,0.9035483870967742,0.26,,,,
121,1921,0.9635483870967742,0.29,,,,
122,1922,-0.3164516129032259,0.32,,,,
123,1923,0.5535483870967741,0.34,,,,
124,1924,-0.2364516129032258,0.35,,,,
125,1925,0.15354838709677418,0.35,,,,
126,1926,0.9535483870967741,0.34,,,,
127,1927,0.5935483870967742,0.33,,,,
128,1928,0.7235483870967742,0.33,,,,
129,1929,-0.29645161290322586,0.34,,,,
130,1930,0.8535483870967742,0.35,,,,
131,1931,-0.30645161290322587,0.37,,,,
132,1932,0.3735483870967742,0.37,,,,
133,1933,-0.5664516129032259,0.35,,,,
134,1934,1.4835483870967743,0.32,,,,
135,1935,0.22354838709677416,0.29,,,,
136,1936,0.5835483870967741,0.27,,,,
137,1937,0.6435483870967742,0.27,,,,
138,1938,0.42354838709677417,0.28,,,,
139,1939,0.2735483870967742,0.31,,,,
140,1940,-1.1964516129032259,0.34,,,,
141,1941,-0.6264516129032258,0.38,,,,
142,1942,-0.15645161290322585,0.42,,,,
143,1943,0.9535483870967741,0.46,,,,
144,1944,0.043548387096774166,0.51,,,,
145,1945,0.7835483870967741,0.56,,,,
146,1946,0.9035483870967742,0.62,,,,
147,1947,0.9135483870967742,0.67,,,,
148,1948,1.0135483870967743,0.69,,,,
149,1949,1.0635483870967741,0.69,,,,
150,1950,1.1135483870967742,0.67,,,,
151,1951,1.1435483870967742,0.64,,,,
152,1952,0.22354838709677416,0.62,,,,
153,1953,0.8335483870967741,0.6,,,,
154,1954,-0.24645161290322581,0.57,,,,
155,1955,-0.1064516129032258,0.52,,,,
156,1956,-0.7664516129032257,0.47,,,,
157,1957,0.7535483870967742,0.42,,,,
158,1958,0.6235483870967742,0.37,,,,
159,1959,0.8935483870967742,0.35,,,,
160,1960,0.5635483870967741,0.35,,,,
161,1961,1.193548387096774,0.36,,,,
162,1962,-0.5464516129032259,0.38,,,,
163,1963,-0.24645161290322581,0.39,,,,
164,1964,0.29354838709677417,0.38,,,,
165,1965,-0.3264516129032258,0.36,,,,
166,1966,0.9135483870967742,0.33,,,,
167,1967,0.9235483870967742,0.33,,,,
168,1968,0.4335483870967742,0.34,,,,
169,1969,0.12354838709677418,0.38,,,,
170,1970,0.053548387096774175,0.41,,,,
171,1971,0.5135483870967742,0.44,,,,
172,1972,0.2735483870967742,0.46,,,,
173,1973,0.21354838709677418,0.45,,,,
174,1974,0.9135483870967742,0.45,,,,
175,1975,0.9235483870967742,0.45,,,,
176,1976,0.4435483870967742,0.47,,,,
177,1977,0.9735483870967742,0.48,,,,
178,1978,-0.16645161290322585,0.49,,,,
179,1979,0.4435483870967742,0.49,,,,
180,1980,-0.30645161290322587,0.48,,,,
181,1981,0.5535483870967741,0.48,,,,
182,1982,0.9735483870967742,0.49,,,,
183,1983,1.2035483870967743,0.51,,,,
184,1984,0.11354838709677417,0.56,,,,
185,1985,-0.02645161290322584,0.61,,,,
186,1986,0.35354838709677416,0.68,,,,
187,1987,0.22354838709677416,0.74,,,,
188,1988,1.0935483870967742,0.8,,,,
189,1989,1.3535483870967742,0.85,,,,
190,1990,1.2835483870967743,0.89,,,,
191,1991,0.34354838709677415,0.95,,,,
192,1992,1.6135483870967742,1.01,,,,
193,1993,0.9135483870967742,1.07,,,,
194,1994,2.233548387096774,1.13,,,,
195,1995,0.9035483870967742,1.19,,,,
196,1996,-0.07645161290322583,1.23,,,,
197,1997,1.0735483870967741,1.26,,,,
198,1998,1.2835483870967743,1.27,,,,
199,1999,1.2635483870967743,1.29,,,,
200,2000,2.143548387096774,1.32,,,,
201,2001,1.2435483870967743,1.35,,,,
202,2002,1.9835483870967743,1.38,,,,
203,2003,1.5735483870967741,1.42,,,,
204,2004,0.9235483870967742,1.46,,,,
205,2005,0.6235483870967742,1.49,1.72,1.73,1.76,1.69
206,2006,1.3335483870967741,1.51,1.74,1.75,1.78,1.72
207,2007,2.043548387096774,1.54,1.77,1.77,1.8,1.75
208,2008,1.8635483870967742,1.58,1.8,1.8,1.82,1.79
209,2009,1.6335483870967742,1.64,1.83,1.82,1.85,1.82
210,2010,0.6735483870967742,1.7,1.86,1.85,1.87,1.85
211,2011,1.9635483870967743,1.78,1.88,1.88,1.89,1.89
212,2012,1.7235483870967743,1.87,1.91,1.9,1.92,1.92
213,2013,1.4335483870967742,1.95,1.94,1.93,1.94,1.96
214,2014,2.6635483870967738,2.04,1.98,1.96,1.97,1.99
215,2015,2.4735483870967743,2.12,2.02,2.01,2.0,2.03
216,2016,2.023548387096774,2.21,2.05,2.05,2.03,2.06
217,2017,1.8635483870967742,2.29,2.09,2.1,2.06,2.1
218,2018,2.7635483870967743,2.38,2.13,2.14,2.1,2.14
219,2019,2.613548387096774,2.46,2.17,2.18,2.14,2.18
220,2020,2.323548387096774,2.55,2.21,2.23,2.18,2.21
221,2021,,,2.25,2.28,2.22,2.25
222,2022,,,2.28,2.32,2.26,2.28
223,2023,,,2.31,2.36,2.3,2.32
224,2024,,,2.34,2.4,2.34,2.35
225,2025,,,2.36,2.44,2.37,2.39
226,2026,,,2.38,2.47,2.42,2.43
227,2027,,,2.39,2.49,2.46,2.47
228,2028,,,2.4,2.52,2.5,2.52
229,2029,,,2.42,2.56,2.53,2.57
230,2030,,,2.43,2.59,2.57,2.61
231,2031,,,2.45,2.62,2.61,2.66
232,2032,,,2.47,2.65,2.65,2.7
233,2033,,,2.49,2.68,2.68,2.75
234,2034,,,2.51,2.71,2.72,2.8
235,2035,,,2.53,2.73,2.76,2.86
236,2036,,,2.56,2.75,2.79,2.91
237,2037,,,2.58,2.78,2.82,2.96
238,2038,,,2.61,2.8,2.86,3.01
239,2039,,,2.64,2.81,2.88,3.06
240,2040,,,2.67,2.82,2.91,3.11
241,2041,,,2.69,2.84,2.95,3.16
242,2042,,,2.71,2.85,2.99,3.2
243,2043,,,2.73,2.87,3.02,3.25
244,2044,,,2.74,2.89,3.07,3.3
245,2045,,,2.75,2.91,3.12,3.34
246,2046,,,2.76,2.94,3.17,3.39
247,2047,,,2.77,2.98,3.23,3.43
248,2048,,,2.78,3.0,3.28,3.48
249,2049,,,2.78,3.03,3.33,3.53
250,2050,,,2.78,3.05,3.38,3.58
251,2051,,,2.78,3.09,3.42,3.64
252,2052,,,2.79,3.11,3.46,3.69
253,2053,,,2.79,3.13,3.49,3.75
254,2054,,,2.79,3.15,3.52,3.8
255,2055,,,2.8,3.17,3.55,3.85
256,2056,,,2.8,3.19,3.59,3.91
257,2057,,,2.81,3.21,3.62,3.96
258,2058,,,2.81,3.23,3.66,4.01
259,2059,,,2.82,3.25,3.7,4.06
260,2060,,,2.82,3.28,3.74,4.11
261,2061,,,2.83,3.3,3.77,4.16
262,2062,,,2.84,3.32,3.81,4.22
263,2063,,,2.85,3.35,3.85,4.28
264,2064,,,2.86,3.37,3.89,4.34
265,2065,,,2.86,3.38,3.93,4.4
266,2066,,,2.86,3.4,3.97,4.46
267,2067,,,2.86,3.42,4.01,4.53
268,2068,,,2.86,3.43,4.04,4.59
269,2069,,,2.86,3.44,4.08,4.65
270,2070,,,2.86,3.46,4.12,4.72
271,2071,,,2.86,3.47,4.16,4.78
272,2072,,,2.85,3.49,4.21,4.83
273,2073,,,2.85,3.5,4.26,4.89
274,2074,,,2.84,3.52,4.31,4.95
275,2075,,,2.83,3.54,4.36,5.01
276,2076,,,2.83,3.56,4.41,5.06
277,2077,,,2.82,3.58,4.45,5.12
278,2078,,,2.82,3.6,4.49,5.18
279,2079,,,2.81,3.61,4.54,5.24
280,2080,,,2.81,3.63,4.58,5.3
281,2081,,,2.8,3.65,4.62,5.36
282,2082,,,2.8,3.68,4.66,5.43
283,2083,,,2.8,3.7,4.7,5.5
284,2084,,,2.79,3.72,4.75,5.57
285,2085,,,2.79,3.73,4.79,5.64
286,2086,,,2.79,3.74,4.84,5.7
287,2087,,,2.78,3.75,4.89,5.77
288,2088,,,2.78,3.76,4.94,5.84
289,2089,,,2.77,3.77,5.0,5.92
290,2090,,,2.77,3.79,5.05,5.99
291,2091,,,2.77,3.8,5.11,6.07
292,2092,,,2.77,3.81,5.17,6.14
293,2093,,,2.77,3.83,5.23,6.2
294,2094,,,2.77,3.84,5.28,6.27
295,2095,,,2.77,3.86,5.34,6.34
296,2096,,,2.78,3.87,5.4,6.41
297,2097,,,2.78,3.88,5.46,6.48
298,2098,,,2.79,3.9,5.52,6.55
299,2099,,,2.79,3.91,5.58,6.61
300,2100,,,2.8,3.92,5.64,6.69
