Finland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
48,1848,0.34451612903225803,0.21,,,,
49,1849,-0.3354838709677419,0.21,,,,
50,1850,-0.15548387096774197,0.2,,,,
51,1851,0.854516129032258,0.2,,,,
52,1852,-0.23548387096774193,0.22,,,,
53,1853,0.814516129032258,0.23,,,,
54,1854,0.9545161290322581,0.24,,,,
55,1855,-0.5354838709677419,0.24,,,,
56,1856,-1.5154838709677418,0.23,,,,
57,1857,0.19451612903225807,0.21,,,,
58,1858,1.134516129032258,0.18,,,,
59,1859,0.9945161290322581,0.14,,,,
60,1860,-0.23548387096774193,0.1,,,,
61,1861,0.46451612903225803,0.08,,,,
62,1862,-1.345483870967742,0.06,,,,
63,1863,1.6945161290322581,0.05,,,,
64,1864,-0.5854838709677419,0.03,,,,
65,1865,-0.27548387096774196,0.01,,,,
66,1866,-0.11548387096774193,-0.0,,,,
67,1867,-2.235483870967742,-0.01,,,,
68,1868,0.46451612903225803,-0.02,,,,
69,1869,0.854516129032258,-0.02,,,,
70,1870,-0.27548387096774196,-0.02,,,,
71,1871,-1.525483870967742,-0.02,,,,
72,1872,1.024516129032258,-0.02,,,,
73,1873,0.5045161290322581,-0.02,,,,
74,1874,0.724516129032258,-0.01,,,,
75,1875,-1.3954838709677417,-0.0,,,,
76,1876,-0.5954838709677419,0.02,,,,
77,1877,-0.8054838709677419,0.03,,,,
78,1878,1.164516129032258,0.06,,,,
79,1879,0.0445161290322581,0.1,,,,
80,1880,-0.05548387096774199,0.14,,,,
81,1881,-1.155483870967742,0.18,,,,
82,1882,1.0145161290322582,0.25,,,,
83,1883,1.254516129032258,0.33,,,,
84,1884,0.32451612903225807,0.4,,,,
85,1885,-0.28548387096774197,0.44,,,,
86,1886,0.854516129032258,0.47,,,,
87,1887,0.9245161290322581,0.48,,,,
88,1888,-1.615483870967742,0.49,,,,
89,1889,1.124516129032258,0.5,,,,
90,1890,1.444516129032258,0.51,,,,
91,1891,0.544516129032258,0.5,,,,
92,1892,-1.075483870967742,0.49,,,,
93,1893,-1.505483870967742,0.46,,,,
94,1894,1.614516129032258,0.42,,,,
95,1895,0.13451612903225807,0.37,,,,
96,1896,1.064516129032258,0.33,,,,
97,1897,0.864516129032258,0.31,,,,
98,1898,0.444516129032258,0.31,,,,
99,1899,-1.0354838709677419,0.33,,,,
100,1900,-0.685483870967742,0.35,,,,
101,1901,0.8845161290322581,0.36,,,,
102,1902,-1.675483870967742,0.36,,,,
103,1903,1.2045161290322581,0.37,,,,
104,1904,-0.10548387096774192,0.39,,,,
105,1905,0.7845161290322581,0.43,,,,
106,1906,1.134516129032258,0.48,,,,
107,1907,0.25451612903225806,0.53,,,,
108,1908,0.38451612903225807,0.56,,,,
109,1909,0.334516129032258,0.56,,,,
110,1910,1.374516129032258,0.53,,,,
111,1911,0.974516129032258,0.5,,,,
112,1912,-0.445483870967742,0.47,,,,
113,1913,0.8845161290322581,0.45,,,,
114,1914,1.134516129032258,0.44,,,,
115,1915,-1.6254838709677422,0.44,,,,
116,1916,0.31451612903225806,0.44,,,,
117,1917,-0.49548387096774205,0.44,,,,
118,1918,0.584516129032258,0.43,,,,
119,1919,-0.10548387096774192,0.43,,,,
120,1920,2.2445161290322577,0.43,,,,
121,1921,0.854516129032258,0.44,,,,
122,1922,0.274516129032258,0.46,,,,
123,1923,0.09451612903225803,0.5,,,,
124,1924,1.054516129032258,0.55,,,,
125,1925,1.044516129032258,0.6,,,,
126,1926,-0.23548387096774193,0.65,,,,
127,1927,0.11451612903225805,0.71,,,,
128,1928,0.42451612903225805,0.78,,,,
129,1929,0.544516129032258,0.87,,,,
130,1930,1.9545161290322581,0.97,,,,
131,1931,0.454516129032258,1.09,,,,
132,1932,1.7145161290322581,1.19,,,,
133,1933,0.6245161290322581,1.28,,,,
134,1934,2.734516129032258,1.35,,,,
135,1935,1.334516129032258,1.39,,,,
136,1936,1.544516129032258,1.41,,,,
137,1937,2.224516129032258,1.41,,,,
138,1938,3.114516129032258,1.4,,,,
139,1939,1.214516129032258,1.38,,,,
140,1940,-0.36548387096774193,1.35,,,,
141,1941,-1.385483870967742,1.32,,,,
142,1942,-0.8554838709677419,1.28,,,,
143,1943,2.3445161290322583,1.24,,,,
144,1944,1.744516129032258,1.19,,,,
145,1945,0.48451612903225805,1.16,,,,
146,1946,1.164516129032258,1.15,,,,
147,1947,0.30451612903225805,1.17,,,,
148,1948,1.634516129032258,1.18,,,,
149,1949,2.334516129032258,1.15,,,,
150,1950,1.4345161290322581,1.11,,,,
151,1951,0.814516129032258,1.06,,,,
152,1952,0.35451612903225804,1.02,,,,
153,1953,1.9745161290322581,1.0,,,,
154,1954,1.5145161290322582,0.98,,,,
155,1955,-0.985483870967742,0.95,,,,
156,1956,-0.8154838709677419,0.92,,,,
157,1957,1.294516129032258,0.86,,,,
158,1958,-0.16548387096774198,0.81,,,,
159,1959,1.744516129032258,0.76,,,,
160,1960,1.004516129032258,0.71,,,,
161,1961,2.234516129032258,0.66,,,,
162,1962,0.16451612903225804,0.61,,,,
163,1963,0.42451612903225805,0.56,,,,
164,1964,1.074516129032258,0.51,,,,
165,1965,0.08451612903225802,0.47,,,,
166,1966,-1.0654838709677419,0.43,,,,
167,1967,1.1845161290322581,0.42,,,,
168,1968,-0.3354838709677419,0.43,,,,
169,1969,-0.305483870967742,0.45,,,,
170,1970,0.32451612903225807,0.46,,,,
171,1971,0.004516129032258065,0.46,,,,
172,1972,2.074516129032258,0.46,,,,
173,1973,0.814516129032258,0.46,,,,
174,1974,2.584516129032258,0.47,,,,
175,1975,2.144516129032258,0.49,,,,
176,1976,-0.465483870967742,0.53,,,,
177,1977,0.37451612903225806,0.56,,,,
178,1978,-0.705483870967742,0.57,,,,
179,1979,0.6645161290322581,0.55,,,,
180,1980,0.03451612903225809,0.53,,,,
181,1981,0.07451612903225802,0.52,,,,
182,1982,0.9945161290322581,0.57,,,,
183,1983,1.194516129032258,0.66,,,,
184,1984,1.634516129032258,0.78,,,,
185,1985,-1.2754838709677419,0.91,,,,
186,1986,0.38451612903225807,1.02,,,,
187,1987,-0.915483870967742,1.1,,,,
188,1988,1.084516129032258,1.17,,,,
189,1989,2.9145161290322577,1.22,,,,
190,1990,2.164516129032258,1.25,,,,
191,1991,1.604516129032258,1.29,,,,
192,1992,1.874516129032258,1.33,,,,
193,1993,1.044516129032258,1.38,,,,
194,1994,1.024516129032258,1.42,,,,
195,1995,1.594516129032258,1.44,,,,
196,1996,0.9345161290322581,1.44,,,,
197,1997,1.394516129032258,1.45,,,,
198,1998,0.48451612903225805,1.48,,,,
199,1999,1.564516129032258,1.52,,,,
200,2000,2.8345161290322585,1.59,,,,
201,2001,1.334516129032258,1.67,,,,
202,2002,1.444516129032258,1.75,,,,
203,2003,1.7145161290322581,1.82,,,,
204,2004,1.874516129032258,1.88,,,,
205,2005,2.524516129032258,1.94,2.02,2.11,2.07,2.04
206,2006,2.154516129032258,1.99,2.06,2.14,2.1,2.07
207,2007,2.374516129032258,2.05,2.1,2.18,2.14,2.11
208,2008,2.454516129032258,2.11,2.15,2.21,2.18,2.15
209,2009,1.674516129032258,2.18,2.19,2.24,2.22,2.2
210,2010,0.4045161290322581,2.24,2.23,2.27,2.25,2.24
211,2011,2.804516129032258,2.28,2.28,2.31,2.29,2.28
212,2012,1.114516129032258,2.32,2.32,2.34,2.33,2.32
213,2013,2.654516129032258,2.38,2.37,2.37,2.37,2.37
214,2014,2.9145161290322577,2.43,2.42,2.41,2.41,2.41
215,2015,3.2845161290322578,2.5,2.48,2.45,2.46,2.47
216,2016,2.514516129032258,2.56,2.54,2.49,2.5,2.53
217,2017,1.914516129032258,2.63,2.6,2.53,2.56,2.59
218,2018,2.574516129032258,2.69,2.66,2.57,2.61,2.65
219,2019,2.084516129032258,2.76,2.71,2.61,2.67,2.7
220,2020,3.764516129032258,2.83,2.75,2.65,2.72,2.76
221,2021,,,2.79,2.68,2.77,2.81
222,2022,,,2.83,2.72,2.82,2.86
223,2023,,,2.85,2.76,2.87,2.91
224,2024,,,2.88,2.81,2.92,2.95
225,2025,,,2.9,2.85,2.97,3.01
226,2026,,,2.91,2.9,3.03,3.06
227,2027,,,2.92,2.94,3.09,3.11
228,2028,,,2.93,2.99,3.14,3.16
229,2029,,,2.95,3.04,3.19,3.22
230,2030,,,2.96,3.09,3.24,3.28
231,2031,,,2.98,3.14,3.29,3.34
232,2032,,,3.0,3.2,3.34,3.4
233,2033,,,3.03,3.25,3.38,3.47
234,2034,,,3.06,3.3,3.43,3.53
235,2035,,,3.1,3.34,3.48,3.59
236,2036,,,3.13,3.39,3.52,3.64
237,2037,,,3.16,3.43,3.57,3.69
238,2038,,,3.2,3.47,3.61,3.75
239,2039,,,3.22,3.5,3.66,3.8
240,2040,,,3.24,3.53,3.7,3.86
241,2041,,,3.25,3.57,3.75,3.92
242,2042,,,3.27,3.61,3.8,3.97
243,2043,,,3.28,3.64,3.84,4.03
244,2044,,,3.29,3.67,3.88,4.09
245,2045,,,3.29,3.69,3.94,4.14
246,2046,,,3.3,3.72,3.99,4.2
247,2047,,,3.29,3.75,4.03,4.26
248,2048,,,3.29,3.77,4.07,4.32
249,2049,,,3.3,3.78,4.1,4.38
250,2050,,,3.31,3.8,4.15,4.44
251,2051,,,3.32,3.83,4.2,4.5
252,2052,,,3.33,3.85,4.25,4.57
253,2053,,,3.33,3.88,4.3,4.63
254,2054,,,3.33,3.9,4.34,4.7
255,2055,,,3.33,3.94,4.39,4.76
256,2056,,,3.33,3.97,4.43,4.83
257,2057,,,3.34,4.0,4.47,4.91
258,2058,,,3.34,4.03,4.52,4.97
259,2059,,,3.35,4.06,4.57,5.04
260,2060,,,3.36,4.09,4.62,5.09
261,2061,,,3.36,4.13,4.67,5.16
262,2062,,,3.37,4.15,4.73,5.23
263,2063,,,3.38,4.17,4.78,5.3
264,2064,,,3.4,4.19,4.84,5.37
265,2065,,,3.41,4.21,4.9,5.44
266,2066,,,3.43,4.23,4.96,5.51
267,2067,,,3.44,4.25,5.02,5.57
268,2068,,,3.45,4.28,5.07,5.62
269,2069,,,3.46,4.3,5.13,5.68
270,2070,,,3.46,4.32,5.18,5.74
271,2071,,,3.46,4.35,5.23,5.79
272,2072,,,3.46,4.38,5.28,5.84
273,2073,,,3.45,4.41,5.33,5.9
274,2074,,,3.44,4.45,5.38,5.96
275,2075,,,3.42,4.48,5.42,6.02
276,2076,,,3.41,4.5,5.46,6.09
277,2077,,,3.39,4.53,5.5,6.16
278,2078,,,3.36,4.55,5.54,6.24
279,2079,,,3.34,4.56,5.59,6.32
280,2080,,,3.32,4.58,5.64,6.41
281,2081,,,3.31,4.6,5.69,6.49
282,2082,,,3.3,4.62,5.73,6.57
283,2083,,,3.29,4.64,5.79,6.65
284,2084,,,3.29,4.64,5.84,6.72
285,2085,,,3.29,4.65,5.9,6.8
286,2086,,,3.29,4.66,5.96,6.87
287,2087,,,3.3,4.68,6.02,6.94
288,2088,,,3.31,4.7,6.08,7.01
289,2089,,,3.32,4.72,6.15,7.08
290,2090,,,3.33,4.74,6.22,7.15
291,2091,,,3.34,4.76,6.28,7.21
292,2092,,,3.34,4.78,6.34,7.28
293,2093,,,3.35,4.79,6.4,7.34
294,2094,,,3.35,4.82,6.46,7.41
295,2095,,,3.36,4.84,6.52,7.48
296,2096,,,3.36,4.86,6.57,7.54
297,2097,,,3.37,4.88,6.64,7.61
298,2098,,,3.37,4.89,6.69,7.67
299,2099,,,3.38,4.91,6.75,7.73
300,2100,,,3.39,4.93,6.81,7.8
